iter	Logloss
270	0.1790561511
271	0.1785252745
272	0.1777873129
273	0.1771136903
274	0.1766598146
275	0.176384157
276	0.1759944343
277	0.1756705686
278	0.1751673867
279	0.1746400896
280	0.1742304422
281	0.1737308592
282	0.173375346
283	0.1729301118
284	0.1726802436
285	0.1723206523
286	0.1717805061
287	0.1712465304
288	0.1708838495
289	0.1703751096
290	0.1697966052
291	0.1693108888
292	0.1687903136
293	0.1684516009
294	0.1679719128
295	0.167368892
296	0.166862963
297	0.1662035979
298	0.1658272592
299	0.1652972782
300	0.1647999588
301	0.1644758779
302	0.1641494933
303	0.1638097941
304	0.1634259004
305	0.1629686038
306	0.1624516426
307	0.1618673669
308	0.1614220374
309	0.1610037264
310	0.1606403758
311	0.1600956333
312	0.1595374244
313	0.1589633986
314	0.158506049
315	0.1582045409
316	0.1577956902
317	0.1573294672
318	0.1570167687
319	0.1564603326
320	0.1559797219
321	0.1556131933
322	0.1551346162
323	0.1545759785
324	0.1541327277
325	0.153660193
326	0.1532894914
327	0.1529764624
328	0.1526569584
329	0.1521922837
330	0.1517865946
331	0.1514298951
332	0.151032399
333	0.1506871562
334	0.1502142669
335	0.1497275739
336	0.1492444618
337	0.1488319359
338	0.1483231239
339	0.148011957
340	0.1476994445
341	0.1474074184
342	0.1470248046
343	0.1466713607
344	0.1464082475
345	0.1460063537
346	0.1455325458
347	0.1450964007
348	0.1446323785
349	0.1442582865
350	0.1441014872
351	0.1437809398
352	0.1435928977
353	0.143264127
354	0.1429793358
355	0.1425884634
356	0.1424290076
357	0.1420249884
358	0.1416524414
359	0.1412670431
360	0.1408845011
361	0.1406031497
362	0.1403274074
363	0.1399275245
364	0.1395884442
365	0.1391875475
366	0.1388773216
367	0.1386132362
368	0.1383260902
369	0.1380077031
370	0.137511316
371	0.1370698418
372	0.1366743063
373	0.1363701945
374	0.1359755884
375	0.1356451812
376	0.1352096382
377	0.1348113479
378	0.1345201823
379	0.1341678137
380	0.1339061099
381	0.1336497003
382	0.1333483941
383	0.1331810628
384	0.1330080285
385	0.1326962121
386	0.1324776866
387	0.1321842007
388	0.1318770844
389	0.1314972978
390	0.1312351658
391	0.1309990756
392	0.1307704783
393	0.1304360175
394	0.1301082762
395	0.129682696
396	0.129406153
397	0.1290937809
398	0.1287299755
399	0.1285215666
400	0.1282788496
401	0.1281001486
402	0.1277626983
403	0.1273777842
404	0.1271275229
405	0.1269072399
406	0.1266561558
407	0.1264027007
408	0.1261266901
409	0.1258224438
410	0.1255587149
411	0.1253105801
412	0.1250992372
413	0.124723005
414	0.1243494932
415	0.1239817173
416	0.1236526428
417	0.1234231724
418	0.1231267056
419	0.1228285532
420	0.1225528922
421	0.1222562602
422	0.1220016579
423	0.1217673059
424	0.1214741133
425	0.121158528
426	0.1208819126
427	0.1207228993
428	0.1204069962
429	0.1199656456
430	0.1197444242
431	0.1196054155
432	0.1193577385
433	0.1191403278
434	0.118889722
435	0.1186815626
436	0.1184362404
437	0.1181928496
438	0.1179113203
439	0.1175792828
440	0.1174068791
441	0.1171007378
442	0.1167365827
443	0.1165013829
444	0.1161198939
445	0.1157577897
446	0.1154553533
447	0.1151313822
448	0.1148011829
449	0.1145949886
450	0.1142465515
451	0.1140967035
452	0.1137935938
453	0.1135692281
454	0.1132707461
455	0.1130117469
456	0.1128825809
457	0.1126617879
458	0.112400214
459	0.1122081899
460	0.1119858488
461	0.1116748147
462	0.1113996961
463	0.111095465
464	0.1107963547
465	0.1106380722
466	0.1104381001
467	0.1102111385
468	0.1100087821
469	0.1097641167
470	0.1095711938
471	0.109347
472	0.1091102799
473	0.1089007307
474	0.1086418665
475	0.1083873422
476	0.1081473285
477	0.1078482473
478	0.1076755374
479	0.1075080333
480	0.1072441036
481	0.1070896016
482	0.1067976831
483	0.1066376359
484	0.106397393
485	0.1061734978
486	0.1059344582
487	0.1058155698
488	0.1055047427
489	0.1052604508
490	0.1050619855
491	0.1047013619
492	0.1044399969
493	0.1041882093
494	0.1039293779
495	0.1036935039
496	0.1035368432
497	0.103356251
498	0.1032160164
499	0.1030142682
500	0.1028231191
501	0.102597141
502	0.1024246051
503	0.1022016505
504	0.1021117607
505	0.1019273162
506	0.1017771209
507	0.1015839721
508	0.1013464706
509	0.101135108
510	0.1009238824
511	0.1007673894
512	0.1005642438
513	0.1003629176
514	0.1002512079
515	0.1001900966
516	0.09999854958
517	0.09977175686
518	0.09968641591
519	0.09951658857
520	0.09939553459
521	0.09918748619
522	0.09891172817
523	0.09870564781
524	0.09855700284
525	0.09831390574
526	0.09809635719
527	0.09782682537
528	0.09762749842
529	0.09740745162
530	0.09719796238
531	0.09698800178
532	0.09681210551
533	0.09656461929
534	0.09654031603
535	0.09632169765
536	0.09620503143
537	0.09601607885
538	0.09574358956
539	0.09554848216
540	0.09541609597
541	0.09521456202
542	0.09507596755
543	0.09488833491
544	0.09468080685
545	0.09452863986
546	0.09425609394
547	0.09400761202
548	0.09377036704
549	0.09353582191
550	0.09338652757
551	0.09315877379
552	0.0929481966
553	0.09271104414
554	0.09257255839
555	0.09240393312
556	0.09225686965
557	0.09211224682
558	0.09192242649
559	0.09180424219
560	0.09163403104
561	0.09146629748
562	0.0913215608
563	0.09116478273
564	0.09108412213
565	0.0908913605
566	0.0906419449
567	0.09050219154
568	0.0902286205
569	0.09011839079
570	0.08995088674
571	0.08974329884
572	0.08955632962
573	0.08944528141
574	0.08932836601
575	0.08912689688
576	0.08888275012
577	0.08868064909
578	0.08856649088
579	0.08834714786
580	0.08816321246
581	0.08803507577
582	0.08787269481
583	0.08775963441
584	0.08760504728
585	0.08737173784
586	0.08723769644
587	0.08704577876
588	0.08683539364
589	0.08666027659
590	0.08651903106
591	0.08627265567
592	0.08607103338
593	0.0859621017
594	0.08580205542
595	0.08560853921
596	0.08544217875
597	0.08531848213
598	0.08512015999
599	0.08500453993
600	0.08487409548
601	0.08475228377
602	0.08461834252
603	0.08446820753
604	0.08426835503
605	0.08414991679
606	0.0839373675
607	0.08372565814
608	0.0836043749
609	0.08343160383
610	0.08330725245
611	0.08316367115
612	0.08295834584
613	0.0827612076
614	0.08265893802
615	0.0824498126
616	0.08233318427
617	0.0821780657
618	0.082006836
619	0.08185428056
620	0.08179346793
621	0.08166486899
622	0.08154417782
623	0.08133192898
624	0.08113067172
625	0.08102582304
626	0.08091260794
627	0.08080421472
628	0.08065641143
629	0.08054459874
630	0.08045937254
631	0.08032653991
632	0.08023701192
633	0.08002417153
634	0.0798405536
635	0.07965816298
636	0.07951073206
637	0.07933360195
638	0.07925020013
639	0.07917479437
640	0.07906046785
641	0.0789895809
642	0.07887728303
643	0.07873622943
644	0.07858697101
645	0.07848619876
646	0.07839222719
647	0.07825298507
648	0.07805570582
649	0.07795283649
650	0.07780536398
651	0.07760581347
652	0.07747643518
653	0.07736675637
654	0.07726503088
655	0.07714095435
656	0.07697315889
657	0.07689130415
658	0.07670383988
659	0.07660513316
660	0.07643972532
661	0.07623607907
662	0.07604420121
663	0.07593949064
664	0.07585222118
665	0.07571198927
666	0.0756334891
667	0.07547700926
668	0.07540847498
669	0.07524389672
670	0.07509523748
671	0.07501661931
672	0.07486494535
673	0.074732773
674	0.07460820395
675	0.07448633559
676	0.07436949952
677	0.07424715326
678	0.07413031886
679	0.07399884464
680	0.07384791489
681	0.0737148159
682	0.07356066137
683	0.0734380488
684	0.07335122569
685	0.07320507323
686	0.07309229419
687	0.07296065574
688	0.07280645293
689	0.07264493526
690	0.07249964909
691	0.07240233092
692	0.07226582307
693	0.07212543661
694	0.07200326555
695	0.07186953242
696	0.07170686691
697	0.071580011
698	0.07146935189
699	0.07132933722
700	0.07121059298
701	0.0710863368
702	0.07100559086
703	0.07085848029
704	0.07072905323
705	0.07064999869
706	0.07054674052
707	0.07039711855
708	0.07028179225
709	0.07016702246
710	0.07002040885
711	0.06986289075
712	0.06972416088
713	0.06958572591
714	0.06945686468
715	0.06931605868
716	0.06920819987
717	0.06905634672
718	0.06894206802
719	0.06878113567
720	0.06864517225
721	0.068565203
722	0.06847646818
723	0.06831587085
724	0.06819440974
725	0.06803569986
726	0.06788394049
727	0.06773309434
728	0.06765136821
729	0.06753149304
730	0.06742985674
731	0.06729536396
732	0.06714580282
733	0.06703863623
734	0.06691985369
735	0.06683983106
736	0.06672552375
737	0.06660840355
738	0.06647108597
739	0.06641523182
740	0.0662969564
741	0.06623287848
742	0.06613622182
743	0.06596751027
744	0.06588683922
745	0.06575613989
746	0.0656704334
747	0.06549865161
748	0.06540736013
749	0.06533180749
750	0.06519557843
751	0.06505564321
752	0.06493368898
753	0.06482647499
754	0.06465704804
755	0.06455733219
756	0.06446045567
757	0.06433417643
758	0.0642179363
759	0.06414933069
760	0.06399645066
761	0.06388762
762	0.06382708602
763	0.06370037188
764	0.0635939965
765	0.06349780321
766	0.06335503032
767	0.06328903279
768	0.06316437506
769	0.06306524811
770	0.06296495905
771	0.06279627208
772	0.06270728867
773	0.06261062496
774	0.06250844752
775	0.06244940967
776	0.06229438447
777	0.0621594663
778	0.06204790663
779	0.06196683608
780	0.06186307348
781	0.06175651256
782	0.06166381563
783	0.06153758619
784	0.06139807528
785	0.06131809154
786	0.06124836918
787	0.06112288905
788	0.06097894471
789	0.06085740623
790	0.06077136836
791	0.06071732352
792	0.0605984921
793	0.06055365809
794	0.06047404501
795	0.06035717567
796	0.06026452883
797	0.06019668689
798	0.06011063279
799	0.06003909561
800	0.05997817532
801	0.05988501851
802	0.05975903965
803	0.05965028539
804	0.05958473744
805	0.05948812814
806	0.05938396446
807	0.05928020356
808	0.05925090474
809	0.05910807414
810	0.05902150188
811	0.0589424095
812	0.05886958827
813	0.05884666811
814	0.05873060294
815	0.05861457198
816	0.05846581703
817	0.05839327567
818	0.05828910732
819	0.05820514553
820	0.05813391962
821	0.05802382467
822	0.05792997449
823	0.05779765492
824	0.05768738212
825	0.05756978705
826	0.05750697921
827	0.05738638983
828	0.05731297499
829	0.05720354843
830	0.05709770662
831	0.05702861772
832	0.05700982437
833	0.05689750519
834	0.05677797725
835	0.05666452288
836	0.0565546308
837	0.05646531614
838	0.05637433634
839	0.0562620879
840	0.0561784172
841	0.05608359981
842	0.0559985031
843	0.05592254009
844	0.05580467633
845	0.0557611326
846	0.05564733352
847	0.05554336125
848	0.05542977424
849	0.05533403352
850	0.0551890082
851	0.05504039763
852	0.05496194981
853	0.05486730857
854	0.05476030105
855	0.05465835067
856	0.05458700824
857	0.05456181607
858	0.05449146967
859	0.05440397047
860	0.05431818701
861	0.05422077712
862	0.05409392541
863	0.05404138758
864	0.05399507851
865	0.05387189742
866	0.05377224133
867	0.05371793907
868	0.0536144899
869	0.05349573184
870	0.05336497178
871	0.05332517819
872	0.05328439913
873	0.05320221041
874	0.05310912757
875	0.05301091087
876	0.05290837377
877	0.05288377697
878	0.05277948252
879	0.05271762777
880	0.05262766599
881	0.05250774584
882	0.05238837927
883	0.05232350629
884	0.05224626849
885	0.05217706451
886	0.05204700944
887	0.05199029064
888	0.05193130543
889	0.05185547318
890	0.05178475505
891	0.05168950424
892	0.05160355557
893	0.05153701841
894	0.0514694766
895	0.05139724551
896	0.05131097369
897	0.05123179109
898	0.05116274478
899	0.0511498562
900	0.05111198437
901	0.05101030071
902	0.0508911549
903	0.0508564648
904	0.05077439093
905	0.05068071444
906	0.05059523511
907	0.05052680081
908	0.05045722322
909	0.05038745735
910	0.05033865442
911	0.05024222664
912	0.05016428475
913	0.0500951334
914	0.05000946089
915	0.04992727062
916	0.04987096553
917	0.04979021947
918	0.04974115065
919	0.04966060886
920	0.04958779062
921	0.04953462782
922	0.04947928564
923	0.0493827933
924	0.04929371515
925	0.04923891275
926	0.04921613568
927	0.04914684531
928	0.04907904972
929	0.04896459919
930	0.04889465401
931	0.04883812088
932	0.04876180953
933	0.04871291183
934	0.04860968526
935	0.0485484009
936	0.04844268223
937	0.04835054618
938	0.04827024191
939	0.04820173923
940	0.04816915925
941	0.04808476724
942	0.04799266983
943	0.04792907476
944	0.04788407646
945	0.04782863018
946	0.04776370982
947	0.04766165318
948	0.04761446625
949	0.04756746886
950	0.04752715131
951	0.0474580399
952	0.04738496115
953	0.04733365905
954	0.04725823046
955	0.04717809004
956	0.04709613159
957	0.0470393484
958	0.04695506332
959	0.04687737167
960	0.04680668286
961	0.04672567316
962	0.04665671907
963	0.04660696034
964	0.04653093033
965	0.04645669266
966	0.04638006246
967	0.04631102871
968	0.04623095047
969	0.0461937698
970	0.04612294987
971	0.04604820908
972	0.04597487848
973	0.04589753658
974	0.04581972191
975	0.04576126423
976	0.04569482248
977	0.04562026042
978	0.04557682178
979	0.04549202101
980	0.04544043719
981	0.0453384262
982	0.04526204794
983	0.04518192106
984	0.04510990778
985	0.04502154249
986	0.0449640785
987	0.04489043177
988	0.0448005389
989	0.04476555382
990	0.04470576235
991	0.04465210751
992	0.04457243558
993	0.04450600343
994	0.04441837612
995	0.0443369428
996	0.04430313938
997	0.04425272594
998	0.04416869395
999	0.04409601025
